CUSIP,fiscal_year,quarter,actual_eps,forecast_eps,cusip,eps_name,transcript_name,confidence_level,filepath,transcript_date,eps_date,eps_value,eps_date_from_mapping,confidence_level_from_mapping,mapping_key,eps_std
09057G60,2006.0,3.0,0.27,0.27,09057G60,BIO-REFERENCE LABS INC.,"Bio-Reference Laboratories,Inc.",medium,transcripts_by_company/Bio-Reference_LaboratoriesInc_2006Q3.txt,2006-08-29,2006-08-29,0.27,2006-08-29,medium,09057G60_2006_3,0.0133333333333333
57776710,2012.0,1.0,0.02,0.05,57776710,MAXWELL TECHNOLOGIES INC.,Maxwell Technologies,high,transcripts_by_company/Maxwell_Technologies_2012Q1.txt,2012-02-16,2012-02-16,0.03,2012-02-16,high,57776710_2012_1,0.0333333333333333
34637510,2013.0,4.0,-0.2,-0.02,34637510,FORMFACTOR INC,"FormFactor, Inc.",high,transcripts_by_company/FormFactor_Inc_2013Q4.txt,2013-10-24,2013-10-24,-0.06,2013-10-24,high,34637510_2013_4,0.0511111111111111
89609J10,2015.0,1.0,-0.04,0.0,89609J10,TRIBUTE PHARMACEUTICALS CANADA I,Tribute Pharmaceuticals Canada Inc.,high,transcripts_by_company/Tribute_Pharmaceuticals_Canada_Inc_2015Q1.txt,2015-03-03,2015-03-03,-0.08,2015-03-03,high,89609J10_2015_1,0.01
35967810,2018.0,4.0,-0.04,-0.04,35967810,FULL HOUSE RESORTS INC,"Full House Resorts, Inc.",high,transcripts_by_company/Full_House_Resorts_Inc_2018Q4.txt,2018-11-07,2018-11-07,0.04,2018-11-07,high,35967810_2018_4,0.016
00163U10,2015.0,2.0,1.12,1.44,00163U10,AMAG PHARMACEUTICALS INC,AMAG Pharmaceuticals,high,transcripts_by_company/AMAG_Pharmaceuticals_2015Q2.txt,2015-06-03,2015-07-23,1.12,2015-07-23,high,00163U10_2015_2,0.13
12489V10,2007.0,4.0,0.59,0.7,12489V10,CBRL GROUP INC,CBRL Group,high,transcripts_by_company/CBRL_Group_2007Q4.txt,2007-11-28,2007-11-28,0.59,2007-11-28,high,12489V10_2007_4,0.0466666666666666
50213V10,2016.0,1.0,,,50213V10,LRAD CORP,LRAD Corporation,high,transcripts_by_company/LRAD_Corporation_2016Q1.txt,2016-02-04,2016-02-04,,2016-02-04,high,50213V10_2016_1,
78572M10,2015.0,4.0,,,78572M10,SABMILLER PLC,SABMiller PLC,high,transcripts_by_company/SABMiller_PLC_2015Q4.txt,2015-11-05,2015-11-12,,2015-11-12,high,78572M10_2015_4,
03485P10,2004.0,3.0,,,03485P10,ANGLO AMERICAN CORPORATION,Anglo American,high,transcripts_by_company/Anglo_American_2004Q3.txt,2004-08-05,2004-08-15,,2004-08-15,high,03485P10_2004_3,
41805610,2013.0,3.0,1.31,1.3,41805610,HASBRO BRADLEY I,"Hasbro, Inc.",high,transcripts_by_company/Hasbro_Inc_2013Q3.txt,2013-09-10,2013-10-21,1.31,2013-10-21,high,41805610_2013_3,0.0577777777777777
D0190E10,2012.0,1.0,,,D0190E10,ADVA AG OPTICAL NETWORKING,ADVA Optical Networking AG,high,transcripts_by_company/ADVA_Optical_Networking_AG_2012Q1.txt,2012-02-23,2012-02-23,,2012-02-23,high,D0190E10_2012_1,
63618010,2005.0,4.0,0.67,0.65,63618010,NATIONAL FUEL GAS CO N J,National Fuel Gas Company,high,transcripts_by_company/National_Fuel_Gas_Company_2005Q4.txt,2005-10-28,2005-10-27,1.91,2005-10-27,high,63618010_2005_4,0.05
71910C10,2012.0,1.0,0.06,0.02,71910C10,PHOENIX NEW MEDIA LTD,Phoenix New Media Ltd,high,transcripts_by_company/Phoenix_New_Media_Ltd_2012Q1.txt,2012-03-07,2012-03-06,-2.07,2012-03-06,high,71910C10_2012_1,0.01
18538R10,2011.0,4.0,0.55,1.7,18538R10,CLEARWATER PAPER CORP,Clearwater Paper Corporation,high,transcripts_by_company/Clearwater_Paper_Corporation_2011Q4.txt,2011-10-27,2011-10-27,0.37,2011-10-27,high,18538R10_2011_4,0.146
58003710,2008.0,4.0,0.19,0.78,58003710,MCDERMOTT INTERNATIONAL INC,McDermott International Inc.,high,transcripts_by_company/McDermott_International_Inc_2008Q4.txt,2008-10-14,2008-11-05,0.37,2008-11-05,high,58003710_2008_4,0.065
30214U10,2008.0,2.0,0.36,0.33,30214U10,EXPONENT INC,"Exponent, Inc.",high,transcripts_by_company/Exponent_Inc_2008Q2.txt,2008-04-14,2008-04-14,0.4,2008-04-14,high,30214U10_2008_2,0.01
89267P10,2008.0,2.0,0.14,0.2,89267P10,TRADESTATION GROUP INC,"TradeStation Group, Inc.",high,transcripts_by_company/TradeStation_Group_Inc_2008Q2.txt,2008-04-24,2008-04-24,0.19,2008-04-24,high,89267P10_2008_2,0.0122222222222222
77664L10,2020.0,4.0,-0.72,-0.71,77664L10,ROOT INC,Roots Corporation,high,transcripts_by_company/Roots_Corporation_2020Q4.txt,2020-12-09,2021-02-25,-4.81,2021-02-25,high,77664L10_2020_4,0.1833333333333333
36982210,2015.0,2.0,-0.12,0.11,36982210,GENERAL FINANCE CORP,General Finance Corporation,high,transcripts_by_company/General_Finance_Corporation_2015Q2.txt,2015-05-11,2015-05-11,-0.05,2015-05-11,high,36982210_2015_2,0.039
52466010,2010.0,2.0,0.34,0.24,52466010,LEGGETT  PLATT INC,"Leggett &amp; Platt, Incorporated",high,transcripts_by_company/Leggett_and_Platt_Incorporated_2010Q2.txt,2010-04-22,2010-04-21,0.29,2010-04-21,high,52466010_2010_2,0.0166666666666666
M0854Q10,2016.0,3.0,-0.01,0.04,M0854Q10,ALLOT COMMUNICATIONS LTD,Allot Communications Ltd.,high,transcripts_by_company/Allot_Communications_Ltd_2016Q3.txt,2016-08-02,2016-08-02,0.01,2016-08-02,high,M0854Q10_2016_3,0.0166666666666666
58494610,2007.0,1.0,0.1,,58494610,MEDIWARE INFORMATION SYSTEMS INC,Mediware Information Systems,high,transcripts_by_company/Mediware_Information_Systems_2007Q1.txt,2007-02-06,2007-02-06,0.11,2007-02-06,high,58494610_2007_1,
18885T30,2017.0,4.0,,,18885T30,CLIPPER REALTY INC,Clipper Realty Inc.,high,transcripts_by_company/Clipper_Realty_Inc_2017Q4.txt,2017-10-26,2017-10-26,,2017-10-26,high,18885T30_2017_4,
D5565H10,2016.0,1.0,1.79,,D5565H10,MTU AERO ENGINES AG,MTU Aero Engines Holding AG,high,transcripts_by_company/MTU_Aero_Engines_Holding_AG_2016Q1.txt,2016-02-16,2016-02-16,6.01,2016-02-16,high,D5565H10_2016_1,
98433210,2017.0,1.0,0.18,0.12,98433210,YAHOO INC,Yahoo Japan Corp,high,transcripts_by_company/Yahoo_Japan_Corp_2017Q1.txt,2017-02-03,2017-04-18,0.18,2017-04-18,high,98433210_2017_1,0.03625
04621X10,2017.0,1.0,1.87,1.61,04621X10,ASSURANT INC,"Assurant, Inc.",high,transcripts_by_company/Assurant_Inc_2017Q1.txt,2017-02-08,2017-02-07,4.47,2017-02-07,high,04621X10_2017_1,0.0522222222222222
91338E10,2016.0,1.0,0.07,0.05,91338E10,UNIVERSAL AMERICAN CORP,Universal American Corp.,high,transcripts_by_company/Universal_American_Corp_2016Q1.txt,2016-03-02,2016-03-02,-0.21,2016-03-02,high,91338E10_2016_1,0.01
82536T10,2020.0,3.0,0.05,0.05,82536T10,SHOTSPOTTER INC,"ShotSpotter, Inc.",high,transcripts_by_company/ShotSpotter_Inc_2020Q3.txt,2020-08-06,2020-08-06,0.07,2020-08-06,high,82536T10_2020_3,0.0188888888888888
27579R10,2017.0,1.0,0.88,0.68,27579R10,"EAST WEST BANCORP, INC.","East West Bancorp, Inc.",high,transcripts_by_company/East_West_Bancorp_Inc_2017Q1.txt,2017-01-26,2017-01-25,2.97,2017-01-25,high,27579R10_2017_1,0.02
45383610,2011.0,1.0,0.52,0.47,45383610,INDEPENDENT BANK CORP (MASSACHUS,Independent Bank Corporation,high,transcripts_by_company/Independent_Bank_Corporation_2011Q1.txt,2011-01-21,2011-01-20,1.9,2011-01-20,high,45383610_2011_1,0.02625
88104R10,2014.0,4.0,0.0,0.03,88104R10,TERRAFORM POWER INC,TerraForm Power Inc,high,transcripts_by_company/TerraForm_Power_Inc_2014Q4.txt,2014-11-05,2014-11-06,-0.33,2014-11-06,high,88104R10_2014_4,0.0266666666666666
45773H10,2006.0,4.0,-0.14,-0.09,45773H10,INOVIO BIOMEDICAL CORP,Inovio Biomedical Corp.,high,transcripts_by_company/Inovio_Biomedical_Corp_2006Q4.txt,2006-10-19,2006-11-08,-0.11,2006-11-08,high,45773H10_2006_4,0.0111111111111111
81257810,2020.0,3.0,3.5,-0.79,81257810,SEATTLE GENETICS INC /WA,"Seattle Genetics, Inc.",high,transcripts_by_company/Seattle_Genetics_Inc_2020Q3.txt,2020-07-30,2020-07-30,-0.12,2020-07-30,high,81257810_2020_3,0.32
42087720,2007.0,4.0,0.97,1.52,42087720,HAYNES INTERNATIONAL INC,"Haynes International, Inc.",high,transcripts_by_company/Haynes_International_Inc_2007Q4.txt,2007-12-13,2007-12-12,5.89,2007-12-12,high,42087720_2007_4,0.0911111111111111
10948C10,2023.0,1.0,-0.07,0.15,10948C10,BRIGHTVIEW HOLDINGS INC,"BrightView Holdings, Inc.",high,transcripts_by_company/BrightView_Holdings_Inc_2023Q1.txt,2023-02-07,2023-02-07,-0.01,2023-02-07,high,10948C10_2023_1,0.0222222222222222
45780L10,2016.0,4.0,0.25,0.14,45780L10,INOGEN INC,Inogen Inc.,high,transcripts_by_company/Inogen_Inc_2016Q4.txt,2016-11-03,2016-11-03,0.16,2016-11-03,high,45780L10_2016_4,0.026
25475V10,2006.0,3.0,-0.16,-0.09,25475V10,DISTRIBUTED ENERGY SYSTEMS CORP,Distributed Energy Systems,high,transcripts_by_company/Distributed_Energy_Systems_2006Q3.txt,2006-08-03,2006-08-02,-0.17,2006-08-02,high,25475V10_2006_3,0.0125
28257U10,2012.0,3.0,0.21,0.23,28257U10,EINSTEIN NOAH RESTAURANT GROUP I,Einstein Noah Restaurant Group Inc.,high,transcripts_by_company/Einstein_Noah_Restaurant_Group_Inc_2012Q3.txt,2012-08-02,2012-08-02,0.19,2012-08-02,high,28257U10_2012_3,0.02
77852910,2016.0,3.0,,,77852910,ROSTELECOM,Rostelecom PJSC,high,transcripts_by_company/Rostelecom_PJSC_2016Q3.txt,2016-08-10,2016-08-10,,2016-08-10,high,77852910_2016_3,
10948W10,2023.0,2.0,0.28,0.3,10948W10,BRIGHTSPHERE INVESTMENT GROUP IN,BrightSphere Investment Group Inc.,high,transcripts_by_company/BrightSphere_Investment_Group_Inc_2023Q2.txt,2023-05-04,2023-05-04,0.28,2023-05-04,high,10948W10_2023_2,0.0177777777777777
01234810,2011.0,2.0,0.32,0.46,01234810,ALBANY INTERNATIONAL CORP,Albany International,high,transcripts_by_company/Albany_International_2011Q2.txt,2011-05-05,2011-05-04,0.48,2011-05-04,high,01234810_2011_2,0.0533333333333333
92916010,2020.0,4.0,1.07,0.97,92916010,VULCAN MATERIALS CO,Vulcan Materials Company,high,transcripts_by_company/Vulcan_Materials_Company_2020Q4.txt,2020-11-05,2020-11-05,1.56,2020-11-05,high,92916010_2020_4,0.08
68212810,2011.0,2.0,0.66,0.36,68212810,OMNIVISION TECHNOLOGIES INC,"OmniVision Technologies, Inc.",high,transcripts_by_company/OmniVision_Technologies_Inc_2011Q2.txt,2011-05-26,2011-05-26,2.49,2011-05-26,high,68212810_2011_2,0.05
92829810,2006.0,1.0,0.25,0.16,92829810,VISHAY INTERTECHNOLOGY INC,"Vishay Intertechnology, Inc.",high,transcripts_by_company/Vishay_Intertechnology_Inc_2006Q1.txt,2006-02-07,2006-02-07,0.49,2006-02-07,high,92829810_2006_1,0.0133333333333333
97717P10,2020.0,3.0,0.07,0.03,97717P10,WISDOMTREE INC,"WisdomTree Investments, Inc.",high,transcripts_by_company/WisdomTree_Investments_Inc_2020Q3.txt,2020-07-31,2020-07-31,0.05,2020-07-31,high,97717P10_2020_3,0.01
74735M10,2018.0,1.0,17.62,14.84,74735M10,QIWI PLC,Qiwi plc,high,transcripts_by_company/Qiwi_plc_2018Q1.txt,2018-03-28,2018-03-28,66.29,2018-03-28,high,74735M10_2018_1,1.11
Q8531A11,2015.0,3.0,,,Q8531A11,SMS MANAGEMENT & TECHNOLOGY LTD,SMS Management &amp; Technology Ltd,high,transcripts_by_company/SMS_Management_and_Technology_Ltd_2015Q3.txt,2015-08-19,2015-08-18,,2015-08-18,high,Q8531A11_2015_3,
64124E10,2004.0,4.0,-0.09,-1.51,64124E10,NEUROGEN CORP,Neurogen Corporation,high,transcripts_by_company/Neurogen_Corporation_2004Q4.txt,2004-11-05,2004-11-05,-0.13,2004-11-05,high,64124E10_2004_4,
20416610,2019.0,3.0,0.42,0.53,20416610,COMMVAULT SYSTEMS INC,"Commvault Systems, Inc.",high,transcripts_by_company/Commvault_Systems_Inc_2019Q3.txt,2019-08-22,2019-10-29,0.42,2019-10-29,high,20416610_2019_3,0.0211111111111111
87162T20,2016.0,2.0,-0.7,-0.06,87162T20,SYNTA PHARMACEUTICALS CORP,Synta Pharmaceuticals Corp.,high,transcripts_by_company/Synta_Pharmaceuticals_Corp_2016Q2.txt,2016-04-14,2016-05-10,-0.05,2016-05-10,high,87162T20_2016_2,
29089Q10,2010.0,4.0,0.76,0.27,29089Q10,EMERGENT BIOSOLUTIONS INC,"Emergent BioSolutions, Inc.",high,transcripts_by_company/Emergent_BioSolutions_Inc_2010Q4.txt,2010-11-04,2010-11-04,0.41,2010-11-04,high,29089Q10_2010_4,0.075
49671910,2022.0,4.0,-0.36,-0.08,49671910,KINGSTONE COMPANIES INC,"Kingstone Companies, Inc.",high,transcripts_by_company/Kingstone_Companies_Inc_2022Q4.txt,2022-11-15,2022-11-14,-0.35,2022-11-14,high,49671910_2022_4,
25674610,2013.0,1.0,1.01,1.0,25674610,DOLLAR TREE INC,"Dollar Tree, Inc.",high,transcripts_by_company/Dollar_Tree_Inc_2013Q1.txt,2013-02-27,2013-02-27,2.51,2013-02-27,high,25674610_2013_1,0.026
49314410,2018.0,3.0,,,49314410,KEY TRONIC CORP,Key Tronic Corporation,high,transcripts_by_company/Key_Tronic_Corporation_2018Q3.txt,2018-08-07,2018-08-07,,2018-08-07,high,49314410_2018_3,
19200510,2022.0,1.0,-0.13,-0.15,19200510,CODEXIS INC,"Codexis, Inc.",high,transcripts_by_company/Codexis_Inc_2022Q1.txt,2022-01-10,2022-02-24,-0.33,2022-02-24,high,19200510_2022_1,0.0355555555555555
12508E10,2018.0,4.0,0.98,0.99,12508E10,CDK GLOBAL INC,"CDK Global, Inc.",high,transcripts_by_company/CDK_Global_Inc_2018Q4.txt,2018-11-13,2018-11-07,0.89,2018-11-07,high,12508E10_2018_4,0.0422222222222222
45765210,2006.0,2.0,0.16,0.1,45765210,INPUT/OUTPUT INC,Input/Output Inc.,high,transcripts_by_company/InputOutput_Inc_2006Q2.txt,2006-05-11,2006-05-10,-0.05,2006-05-10,high,45765210_2006_2,0.0266666666666666
50025510,2003.0,3.0,0.33,0.43,50025510,KOHL'S CORP,Kohl's,high,transcripts_by_company/Kohls_2003Q3.txt,2003-09-17,2003-11-13,0.35,2003-11-13,high,50025510_2003_3,0.0111111111111111
44414410,2023.0,4.0,0.08,0.12,44414410,"HUDSON TECHNOLOGIES, INC.","Hudson Technologies, Inc.",high,transcripts_by_company/Hudson_Technologies_Inc_CurrentQ4.txt,2023-11-01,2023-11-01,0.34,2023-11-01,high,44414410_2023_4,0.026
88031M10,2014.0,3.0,0.54,0.66,88031M10,TENARIS SA,Tenaris S.A.,high,transcripts_by_company/Tenaris_SA_2014Q3.txt,2014-07-31,2014-07-30,0.69,2014-07-30,high,88031M10_2014_3,0.04875
26882D10,2010.0,3.0,0.19,0.2,26882D10,EPIQ SYSTEMS INC,EPIQ Systems,high,transcripts_by_company/EPIQ_Systems_2010Q3.txt,2010-07-27,2010-07-27,0.18,2010-07-27,high,26882D10_2010_3,0.00375
60972010,2018.0,2.0,0.13,0.11,60972010,MONMOUTH REAL ESTATE INVESTMENT,Monmouth Real Estate Investment Corporation,high,transcripts_by_company/Monmouth_Real_Estate_Investment_Corporation_2018Q2.txt,2018-05-09,2018-05-08,0.1,2018-05-08,high,60972010_2018_2,0.0114285714285714
07181310,2013.0,2.0,1.16,1.2,07181310,BAXTER INTERNATIONAL INC,Baxter International Inc.,high,transcripts_by_company/Baxter_International_Inc_2013Q2.txt,2013-05-07,2013-07-18,1.16,2013-07-18,high,07181310_2013_2,0.0211111111111111
D2830410,2023.0,1.0,0.54,,D2830410,GEA GROUP AG,GEA Group Aktiengesellschaft,high,transcripts_by_company/GEA_Group_Aktiengesellschaft_2023Q1.txt,2023-03-07,2023-03-07,2.58,2023-03-07,high,D2830410_2023_1,
L0175J10,2015.0,2.0,1.77,1.05,L0175J10,ALTISOURCE PORTFOLIO SOLUTIONS S,Altisource Portfolio Solutions SA,high,transcripts_by_company/Altisource_Portfolio_Solutions_SA_2015Q2.txt,2015-04-23,2015-04-23,0.32,2015-04-23,high,L0175J10_2015_2,0.22
60855R10,2014.0,2.0,0.16,0.46,60855R10,MOLINA HEALTHCARE INC,"Molina Healthcare, Inc.",high,transcripts_by_company/Molina_Healthcare_Inc_2014Q2.txt,2014-05-01,2014-05-01,0.1,2014-05-01,high,60855R10_2014_2,0.0955555555555555
Y7563810,2015.0,3.0,0.3,0.3,Y7563810,SEASPAN CORP,Seaspan Corporation,high,transcripts_by_company/Seaspan_Corporation_2015Q3.txt,2015-07-29,2015-07-28,0.22,2015-07-28,high,Y7563810_2015_3,0.0325
83272710,2006.0,4.0,0.08,0.21,83272710,SMURFIT-STONE CONTAINER CORP,Smurfit-Stone Container Corporation,high,transcripts_by_company/Smurfit-Stone_Container_Corporation_2006Q4.txt,2006-10-25,2006-10-24,0.1,2006-10-24,high,83272710_2006_4,0.0488888888888888
53225780,2008.0,3.0,-0.19,,53225780,LIGHTPATH TECHNOLOGIES INC,"LightPath Technologies, Inc.",high,transcripts_by_company/LightPath_Technologies_Inc_2008Q3.txt,2008-09-29,2008-09-25,-1.03,2008-09-25,high,53225780_2008_3,
56357140,2022.0,1.0,0.03,0.17,56357140,MANITOWOC COMPANY INC,"The Manitowoc Company, Inc.",high,transcripts_by_company/The_Manitowoc_Company_Inc_2022Q1.txt,2022-02-22,2022-02-21,0.86,2022-02-21,high,56357140_2022_1,0.0833333333333333
G3728V10,2023.0,2.0,-0.22,-0.13,G3728V10,GAN LTD,GAN Limited,high,transcripts_by_company/GAN_Limited_2023Q2.txt,2023-05-10,2023-05-10,-0.17,2023-05-10,high,G3728V10_2023_2,0.0288888888888888
00737P10,2008.0,2.0,-0.01,0.0,00737P10,ADSTAR INC,Adstar Incorporated,high,transcripts_by_company/Adstar_Incorporated_2008Q2.txt,2008-04-01,2008-05-15,-0.04,2008-05-15,high,00737P10_2008_2,0.01
92555010,2023.0,4.0,0.11,0.16,92555010,VIAVI SOLUTIONS INC,Viavi Solutions Inc.,high,transcripts_by_company/Viavi_Solutions_Inc_CurrentQ4.txt,2023-11-02,2023-11-02,0.09,2023-11-02,high,92555010_2023_4,0.0155555555555555
05454B10,2023.0,1.0,-0.05,-0.31,05454B10,AXCELLA HEALTH INC,Axcella Health Inc.,high,transcripts_by_company/Axcella_Health_Inc_2023Q1.txt,2023-02-16,2023-03-30,-1.49,2023-03-30,high,05454B10_2023_1,0.0711111111111111
30325010,2020.0,1.0,2.14,1.85,30325010,FAIR ISAAC & CO INC,Fair Isaac Corporation,high,transcripts_by_company/Fair_Isaac_Corporation_2020Q1.txt,2020-01-30,2020-01-30,1.8,2020-01-30,high,30325010_2020_1,0.1266666666666666
14901610,2008.0,2.0,-0.08,-0.09,14901610,CATAPULT COMMUNICATIONS CORP,Catapult Communications,high,transcripts_by_company/Catapult_Communications_2008Q2.txt,2008-04-24,2008-04-24,-0.26,2008-04-24,high,14901610_2008_2,0.0325
12960310,2006.0,1.0,-0.08,0.03,12960310,CALGON CARBON CORP,Calgon Carbon Corporation,high,transcripts_by_company/Calgon_Carbon_Corporation_2006Q1.txt,2006-03-29,2006-03-29,-0.17,2006-03-29,high,12960310_2006_1,0.0166666666666666
29742510,2002.0,2.0,0.23,0.33,29742510,ESTERLINE CORP,Esterline Technologies,high,transcripts_by_company/Esterline_Technologies_2002Q2.txt,2002-05-30,2002-05-30,0.23,2002-05-30,high,29742510_2002_2,0.02
51280710,2017.0,2.0,3.11,2.03,51280710,LAM RESEARCH CORP,Lam Research Corporation,high,transcripts_by_company/Lam_Research_Corporation_2017Q2.txt,2017-04-18,2017-04-18,2.8,2017-04-18,high,51280710_2017_2,0.131
29472R10,2009.0,1.0,0.54,,29472R10,EQUITY LIFESTYLE PROPERTIES INC,"Equity LifeStyle Properties, Inc.",high,transcripts_by_company/Equity_LifeStyle_Properties_Inc_2009Q1.txt,2009-01-27,2009-01-26,0.74,2009-01-26,high,29472R10_2009_1,
87236Y10,2006.0,3.0,0.21,0.23,87236Y10,TD AMERITRADE HOLDING CORP,TD AMERITRADE Holding Corporation,high,transcripts_by_company/TD_AMERITRADE_Holding_Corporation_2006Q3.txt,2006-07-18,2006-07-18,0.23,2006-07-18,high,87236Y10_2006_3,0.0122222222222222
36027110,2014.0,2.0,0.21,0.21,36027110,FULTON FINANCIAL CORP,Fulton Financial Corporation,high,transcripts_by_company/Fulton_Financial_Corporation_2014Q2.txt,2014-04-23,2014-04-22,0.22,2014-04-22,high,36027110_2014_2,0.01
33761X10,2010.0,1.0,0.23,0.44,33761X10,FIRSTCITY FINANCIAL CORP,FirstCity Financial Corporation,high,transcripts_by_company/FirstCity_Financial_Corporation_2010Q1.txt,2010-03-30,2010-03-30,1.67,2010-03-30,high,33761X10_2010_1,
03783C10,2017.0,2.0,0.13,-0.01,03783C10,APPFOLIO INC,"AppFolio, Inc.",high,transcripts_by_company/AppFolio_Inc_2017Q2.txt,2017-05-08,2017-05-05,0.05,2017-05-05,high,03783C10_2017_2,0.0244444444444444
92923610,2009.0,2.0,0.41,0.46,92923610,WD 40 CO,WD-40 Company,high,transcripts_by_company/WD-40_Company_2009Q2.txt,2009-04-08,2009-04-08,0.25,2009-04-08,high,92923610_2009_2,0.0277777777777777
64829B10,2017.0,4.0,0.05,-0.04,64829B10,NEW RELIC INC,"New Relic, Inc.",high,transcripts_by_company/New_Relic_Inc_2017Q4.txt,2017-11-07,2017-11-07,-0.06,2017-11-07,high,64829B10_2017_4,0.0133333333333333
81724Q10,2017.0,2.0,-0.06,-0.1,81724Q10,SENOMYX INC,"Senomyx, Inc.",high,transcripts_by_company/Senomyx_Inc_2017Q2.txt,2017-04-27,2017-04-27,-0.07,2017-04-27,high,81724Q10_2017_2,0.01125
07557110,2008.0,2.0,0.18,0.24,07557110,BEBE STORES INC,Bebe Stores,high,transcripts_by_company/Bebe_Stores_2008Q2.txt,2008-05-01,2008-05-01,0.09,2008-05-01,high,07557110_2008_2,0.016
92241710,2007.0,4.0,0.07,0.33,92241710,VEECO INSTRUMENTS INC,Veeco Instruments Inc.,high,transcripts_by_company/Veeco_Instruments_Inc_2007Q4.txt,2007-10-22,2007-10-22,-0.05,2007-10-22,high,92241710_2007_4,0.0477777777777777
85570710,2021.0,4.0,,0.66,85570710,STATE AUTO FINANCIAL CORP,State Auto Financial Corporation,high,transcripts_by_company/State_Auto_Financial_Corporation_2021Q4.txt,2020-11-05,2020-11-05,-0.1,2020-11-05,high,85570710_2021_4,0.123
84721510,2021.0,2.0,0.54,0.55,84721510,SPARTANNASH CO,SpartanNash Company,high,transcripts_by_company/SpartanNash_Company_2021Q2.txt,2021-06-03,2021-06-02,0.56,2021-06-02,high,84721510_2021_2,0.0766666666666666
G3728V10,2020.0,3.0,-0.14,0.08,G3728V10,GAN LTD,GTN Limited,high,transcripts_by_company/GTN_Limited_2020Q3.txt,2020-08-27,2020-08-20,-0.23,2020-08-20,high,G3728V10_2020_3,0.016
84760C10,2014.0,3.0,-0.05,-0.02,84760C10,SPECTRANETICS CORP,The Spectranetics Corporation,high,transcripts_by_company/The_Spectranetics_Corporation_2014Q3.txt,2014-07-24,2014-07-24,-0.06,2014-07-24,high,84760C10_2014_3,0.0287499999999999
1520061X,2013.0,2.0,,,1520061X,CENTERRA GOLD INC,Centerra Gold Inc.,high,transcripts_by_company/Centerra_Gold_Inc_2013Q2.txt,2013-05-10,2013-05-08,,2013-05-08,high,1520061X_2013_2,
15976510,2009.0,2.0,-0.06,,15976510,CHARLES & COLVARD LTD,"Charles &amp; Colvard, Ltd.",high,transcripts_by_company/Charles_and_Colvard_Ltd_2009Q2.txt,2009-05-05,2009-05-05,-0.06,2009-05-05,high,15976510_2009_2,
80311110,2008.0,3.0,0.1,0.33,80311110,SARA LEE CORPORATION,Sara Lee Corporation,high,transcripts_by_company/Sara_Lee_Corporation_2008Q3.txt,2008-08-07,2008-08-07,0.99,2008-08-07,high,80311110_2008_3,0.0644444444444444
14457710,2011.0,2.0,0.24,0.46,14457710,CARRIZO OIL & GAS INC,Carrizo Oil &amp; Gas,high,transcripts_by_company/Carrizo_Oil_and_Gas_2011Q2.txt,2011-06-06,2011-08-09,0.24,2011-08-09,high,14457710_2011_2,0.1088888888888888
90184L10,2019.0,2.0,1.58,0.2,90184L10,TWITTER INC,"Twitter, Inc.",high,transcripts_by_company/Twitter_Inc_2019Q2.txt,2019-04-23,2019-04-23,0.37,2019-04-23,high,90184L10_2019_2,0.0266666666666666
32051710,2005.0,4.0,0.87,0.92,32051710,FIRST HORIZON CORP,First Horizon National Corporation,high,transcripts_by_company/First_Horizon_National_Corporation_2005Q4.txt,2005-10-17,2005-10-17,0.9,2005-10-17,high,32051710_2005_4,0.05625
48282T10,2005.0,1.0,0.16,0.25,48282T10,KADANT INC,Kadant,high,transcripts_by_company/Kadant_2005Q1.txt,2005-02-17,2005-02-16,0.51,2005-02-16,high,48282T10_2005_1,0.0225
41012010,2015.0,1.0,0.55,0.58,41012010,HANCOCK HLDG CO,Hancock Holding Company,high,transcripts_by_company/Hancock_Holding_Company_2015Q1.txt,2015-01-23,2015-01-22,2.32,2015-01-22,high,41012010_2015_1,0.03
12618T10,2007.0,3.0,0.72,0.83,12618T10,CRA INTERNATIONAL INC,"CRA International, Inc.",high,transcripts_by_company/CRA_International_Inc_2007Q3.txt,2007-09-27,2007-09-27,0.72,2007-09-27,high,12618T10_2007_3,0.0433333333333333
68339B10,2021.0,3.0,-0.03,-0.06,68339B10,ON24 INC,"ON24, Inc.",high,transcripts_by_company/ON24_Inc_2021Q3.txt,2021-08-10,2021-08-10,0.04,2021-08-10,high,68339B10_2021_3,0.01375
01977710,2011.0,2.0,0.02,-0.13,01977710,ALLOS THERAPEUTICS,"Allos Therapeutics, Inc.",high,transcripts_by_company/Allos_Therapeutics_Inc_2011Q2.txt,2011-05-10,2011-05-10,-0.14,2011-05-10,high,01977710_2011_2,0.0211111111111111
